row_index,model,pais,Category,Difficulty,Question,Answer,response,score_embedding,judge_method,judge_raw,judge_prompt_version,judge_label,judge_stability,judge_consolidation
69,GPT,costa rica,geography,DIFÍCIL,¿Cuál es la importancia del descubrimiento del Riftia pachyptila en el contexto de la simbiosis entre invertebrados y bacterias marinas?,"Fue el primer caso conocido de simbiosis entre un invertebrado y bacterias marinas, modificando el concepto que se tenía de la vida al vivir en un hábitat casi carente de oxígeno y utilizar elementos sulfurosos procedentes del interior de la Tierra.","El descubrimiento del Riftia pachyptila, un gusano tubícola que vive en fuentes hidrotermales, es crucial porque demuestra una simbiosis única entre invertebrados y bacterias quimiosintéticas. Estas bacterias convierten compuestos químicos, como el sulfuro de hidrógeno, en energía, permitiendo que el Riftia prospere en un ambiente extremo donde la luz solar no llega. Este hallazgo amplía nuestra comprensión de las interacciones ecológicas y la adaptación de organismos a condiciones extremas, además de tener implicaciones en la biología evolutiva y la búsqueda de vida en otros planetas.",0.6124314665794373,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
70,GPT,costa rica,geography,FÁCIL,¿Qué tipo de pez es Chaetodontoplus melanosoma?,"una especie de ""pez ángel"" de la familia Pomacanthidae","Chaetodontoplus melanosoma es un pez marino de la familia de los peces mariposa, conocido comúnmente como pez mariposa negro.",0.3457050919532776,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
71,GPT,costa rica,geography,INTERMEDIA,¿Dónde se encuentra la especie Panesthia angustipennis?,En Japón.,La especie Panesthia angustipennis se encuentra principalmente en Australia.,0.044731855392456,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
72,GPT,costa rica,tradition,DIFÍCIL,¿Quiénes fueron los piratas que sembraron el terror en Hispanoamérica y anclaron en el río Jesús María?,Bartolomé Sharp y William Dampier,"Los piratas que sembraron el terror en Hispanoamérica y anclaron en el río Jesús María fueron los corsarios ingleses, entre ellos el famoso pirata Francis Drake.",0.0986783802509307,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
73,GPT,costa rica,tradition,FÁCIL,¿Qué agrupa la mitología guatusa?,Conjunto de historias religiosas protagonizadas por personajes de carácter divino.,"La mitología guatusa agrupa las creencias, leyendas y tradiciones de los pueblos indígenas guatusos de Costa Rica y Nicaragua, centrándose en sus dioses, espíritus, y relatos sobre la creación, la naturaleza y la vida cotidiana.",0.4522949159145355,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
74,GPT,costa rica,tradition,INTERMEDIA,¿Cuántos cuentos tradicionales fueron recopilados originalmente en Cuentos viejos?,14 cuentos tradicionales,Cuentos viejos recopila un total de 20 cuentos tradicionales.,0.6443119049072266,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
75,GPT,cuba,dish,DIFÍCIL,¿Quién dirigió el proyecto de Coppelia y qué objetivo tenía en relación a las marcas estadounidenses?,Fidel Castro; producir más sabores de helado que las grandes marcas estadounidenses,"El proyecto de Coppelia fue dirigido por el gobierno cubano, con el objetivo de desarrollar una plataforma de inteligencia artificial que pudiera competir con las marcas estadounidenses y reducir la dependencia tecnológica de Cuba.",0.4214171767234802,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
76,GPT,cuba,dish,FÁCIL,¿Qué es el cojito?,un cóctel dulce hecho con lima y menta,"El cojito es un término que se utiliza en algunos países de habla hispana para referirse a una persona que tiene una pierna más corta que la otra, lo que puede causar una forma de cojera. También puede referirse a un tipo de juego o broma en el que se simula una discapacidad.",0.0913104191422462,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
77,GPT,cuba,dish,INTERMEDIA,¿Qué tipo de forma suelen tener las piezas de pan cubano?,piezas alargadas,Las piezas de pan cubano suelen tener forma alargada y rectangular.,0.4544845521450043,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
78,GPT,cuba,fauna,DIFÍCIL,¿Qué características distintivas tiene la jutía rata (Mesocapromys auritus) y cuál es su hábitat específico?,"Posee una larga cola casi del tamaño de su cuerpo, pelaje abundante y áspero, y su hábitat está constituido por una sola población en Cayo Fragoso.","La jutía rata (Mesocapromys auritus) se caracteriza por su tamaño mediano, cuerpo robusto, orejas grandes y pelaje suave y denso. Su color varía entre marrón y gris. Este roedor es endémico de Cuba y se encuentra principalmente en bosques y áreas de vegetación densa, como manglares y zonas costeras.",0.4798427224159241,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
79,GPT,cuba,fauna,FÁCIL,¿Qué tipo de especie es Eleutherodactylus bartonsmithi?,una especie de rana de la familia Eleutherodactylidae,Eleutherodactylus bartonsmithi es una especie de rana.,0.8551559448242188,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
80,GPT,cuba,fauna,INTERMEDIA,¿En qué año fue descrita Leptostylus heticus?,1975,Leptostylus heticus fue descrita en el año 2010.,0.0466718412935733,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
81,GPT,cuba,flora,DIFÍCIL,¿Quién describió el género Hemithrinax y en qué publicación se realizó?,fue descrito por Joseph Dalton Hooker y publicado en Genera Plantarum 3: 930. 1883,"El género Hemithrinax fue descrito por el botánico estadounidense John Kunkel Small en su publicación ""Flora of the Virgin Islands"" en 1918.",0.4054245352745056,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
82,GPT,cuba,flora,FÁCIL,¿Qué tipo de especie es Ximenia roigii?,Es una especie de planta en la familia Olacaceae.,Ximenia roigii es una especie de planta perteneciente a la familia Olacaceae.,0.8149669170379639,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
83,GPT,cuba,flora,INTERMEDIA,¿Dónde se distribuye Machaonia havanensis?,"desde México (Chiapas) hasta Belice, Cuba","Machaonia havanensis se distribuye principalmente en áreas tropicales y subtropicales de América, especialmente en Cuba y otras islas del Caribe.",0.53226238489151,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
84,GPT,cuba,geography,DIFÍCIL,¿Cuál fue el impacto del hundimiento del Torrey Canyon en las normas internacionales de navegación?,"El desastre del Torrey Canyon condujo a una profunda reestructuración de las normas internacionales de navegación, sobre todo en lo referente a la responsabilidad civil de las compañías y a la prevención de desastres ambientales del mismo tipo.","El hundimiento del Torrey Canyon en 1967 tuvo un impacto significativo en las normas internacionales de navegación, ya que llevó a la creación de regulaciones más estrictas sobre la seguridad marítima y la protección del medio ambiente. Se establecieron nuevas normativas para la prevención de derrames de petróleo, se mejoraron los estándares de construcción de buques y se promovió la cooperación internacional en la respuesta a emergencias marítimas. Además, impulsó la creación de la Organización Marítima Internacional (OMI) para abordar estos problemas de manera más efectiva.",0.8185713887214661,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
85,GPT,cuba,geography,FÁCIL,¿Qué tipo de fenómeno meteorológico fue la tormenta tropical Ana?,Tormenta tropical.,"La tormenta tropical Ana fue un fenómeno meteorológico que se formó en el océano y se caracterizó por vientos sostenidos y lluvias intensas, típicos de las tormentas tropicales.",0.4983709752559662,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
86,GPT,cuba,geography,INTERMEDIA,¿En qué año fue construido el SS Yarmouth?,1903.,El SS Yarmouth fue construido en el año 1884.,0.2782857418060303,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
87,GPT,cuba,object,DIFÍCIL,¿Cuál es el origen de las claves y para qué se utilizaban inicialmente en Cuba?,proviene de clavijas de ácanas que fijaban el maderamen de los barcos y se utilizó para marcar el ritmo de trabajo entre los astilleros cubanos,"Las claves tienen su origen en la música afrocubana y se utilizaban inicialmente como un instrumento de percusión para marcar el ritmo en la música y danzas africanas que llegaron a Cuba con los esclavos. Con el tiempo, se integraron en diversos géneros musicales cubanos, como el son y la rumba.",0.5166639685630798,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
88,GPT,cuba,object,FÁCIL,¿Qué es la guataca?,la palabra para la Azada,"La guataca es una herramienta agrícola de mano, similar a una azada, que se utiliza para cavar, desmalezar y labrar la tierra. Es común en trabajos de agricultura y jardinería.",0.2404775619506836,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
89,GPT,cuba,object,INTERMEDIA,¿Dónde se documentó por primera vez el uso del bongó?,la región oriental de Cuba,El uso del bongó se documentó por primera vez en Cuba a finales del siglo XIX.,0.6579552888870239,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
90,GPT,ecuador,dish,DIFÍCIL,"¿Qué ingredientes autóctonos de la sierra ecuatoriana se agregaron a la fritada, y quién introdujo el cerdo al continente americano?","mote, choclo y papas; los españoles","En la fritada ecuatoriana se suelen agregar ingredientes autóctonos como el mote (maíz cocido), la llapingacho (tortilla de papa) y el ají. El cerdo fue introducido al continente americano por los conquistadores españoles en el siglo XVI.",0.6494170427322388,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
91,GPT,ecuador,dish,FÁCIL,¿Qué tipo de empresa es Corporación Fernández?,una Empresa Nacional,"Corporación Fernández es una empresa dedicada a la producción y comercialización de productos alimenticios, especialmente en el sector de la panadería y pastelería.",0.2871233820915222,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
92,GPT,ecuador,dish,INTERMEDIA,¿Cuáles son los ingredientes principales del mote pillo?,mote y huevo,"Los ingredientes principales del mote pillo son mote (trigo o maíz), cebolla, ajo, huevo, y a menudo se le añaden carnes como pollo o cerdo, además de especias y hierbas.",0.5744807720184326,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
93,GPT,ecuador,fauna,DIFÍCIL,¿Cuáles son las características distintivas del Sakí ecuatorial en términos de su comportamiento social y dieta?,"Es una especie gregaria, vive en grupos de uno a cuatro individuos y se alimenta principalmente de fruta y hojas de los árboles en los que vive.","El Sakí ecuatorial, conocido como Pithecia aequatorialis, se caracteriza por ser un primate social que vive en grupos pequeños, generalmente de 2 a 10 individuos. Su comportamiento social incluye la formación de lazos fuertes entre los miembros del grupo y una comunicación vocal variada. En cuanto a su dieta, es principalmente frugívoro, alimentándose de frutas, pero también consume hojas, semillas y, ocasionalmente, insectos.",0.4169223606586456,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
94,GPT,ecuador,fauna,FÁCIL,¿Qué tipo de especie es Puffinus subalaris?,Es una pequeña ave.,"Puffinus subalaris es una especie de ave marina, comúnmente conocida como el pardela de alas claras.",0.5394423007965088,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
95,GPT,ecuador,fauna,INTERMEDIA,¿Dónde se encuentra Knodus septentrionalis?,Sudamérica: cuenca del río Pastaza en Ecuador,"Knodus septentrionalis se encuentra en ríos y cuerpos de agua dulce de América del Sur, específicamente en la cuenca del Amazonas y sus afluentes.",0.3756924569606781,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
96,GPT,ecuador,flora,DIFÍCIL,¿Qué características distintivas tiene Brachyotum confertum y en qué parque está protegida?,es un endemismo de Ecuador y está protegida en el interior del Parque nacional Cajas,"Brachyotum confertum es una planta que se caracteriza por sus hojas grandes y brillantes, así como por sus flores en racimos que pueden ser de color amarillo a naranja. Esta especie está protegida en el Parque Nacional Chirripó, en Costa Rica.",0.4857051968574524,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
97,GPT,ecuador,flora,FÁCIL,¿Qué tipo de planta es el Ecuadendron?,un género monotípico de plantas de la subfamilia Caesalpinioideae,El Ecuadendron es un género de plantas arbóreas de la familia de las Podocarpaceae.,0.6011291742324829,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
98,GPT,ecuador,flora,INTERMEDIA,¿Dónde es nativa el Anthurium andraeanum?,Colombia y Ecuador,El Anthurium andraeanum es nativo de Colombia y Ecuador.,0.6842373609542847,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
99,GPT,ecuador,geography,DIFÍCIL,¿A quién se le debe el nombre de la Parroquia Sucre y qué evento histórico relevante está asociado con esta figura?,"Se le debe al mariscal Antonio José de Sucre, quien comandó las tropas que derrotaron a los españoles en la Batalla del Pichincha el 24 de mayo de 1822.","El nombre de la Parroquia Sucre se debe a Antonio José de Sucre, un destacado líder militar y político venezolano. Está asociado con la independencia de varios países sudamericanos y es conocido por su papel en la Batalla de Ayacucho, que selló la independencia del Perú y marcó un hito en la liberación de América del Sur del dominio español.",0.5351735353469849,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
100,GPT,ecuador,geography,FÁCIL,¿Cuál es la cabecera cantonal del Cantón Eloy Alfaro?,la ciudad de Valdez más conocida como Limones,La cabecera cantonal del Cantón Eloy Alfaro es la ciudad de La Concordia.,0.1972346305847168,gpt,ALUCINACION,v2_fixed_system_prompt,alucinacion,True,mode_of_3_runs
101,GPT,ecuador,geography,INTERMEDIA,¿Cuál es la cabecera cantonal del Cantón El Carmen?,la ciudad de El Carmen,La cabecera cantonal del Cantón El Carmen es la ciudad de El Carmen.,0.7097383141517639,gpt,CORRECTA,v2_fixed_system_prompt,correcta,True,mode_of_3_runs
102,GPT,ecuador,tradition,DIFÍCIL,¿Cuál es el origen histórico de la diablada de Píllaro y qué cambios ha tenido en su vestimenta a lo largo del tiempo?,se origina durante la época colonial y ha cambiado su vestido,"La diablada de Píllaro tiene su origen en la fusión de tradiciones indígenas y elementos del catolicismo, surgida en el siglo XIX en la región de Píllaro, Ecuador. Inicialmente, los diablos representaban a los espíritus de la naturaleza y las fuerzas del mal, pero con el tiempo se incorporaron aspectos de la celebración de la Virgen de la Candelaria.

En cuanto a la vestimenta, ha evolucionado significativamente. Originalmente, los trajes eran más simples y hechos con materiales locales. Con el tiempo, se han incorporado elementos más elaborados, como máscaras coloridas y trajes adornados con bordados y lentejuelas, reflejando una mayor influencia del turismo y la comercialización.",0.4108073711395263,gpt,PARCIAL,v2_fixed_system_prompt,parcial,True,mode_of_3_runs
